recordType,sessionId,sessionHost,name,module,level,eventId,vcid,dssId,fromSse,realtime,sclk,scet,ert,rct,lst,message,metadataKeywordList,metadataValuesList,metadata
evr,0,SIM,SEQSVC_EVR_SEQUENCE_ACTIVATED,seq,ACTIVITY_LO,0,0,0,False,False,0.0,2024-033T00:00:00.000000,2024-033T00:00:00.000000,,,Sequence background_2024_02_02 is now active in sequence engine number 0,,,"{""CategorySequenceId"": 0, ""SequenceId"": 0, ""TaskName"": null}"
evr,0,SIM,CMDSVC_EVR_SEQ_CMD_DISPATCH,cmd,COMMAND,0,0,0,False,False,0.0,2024-033T00:00:00.000000,2024-033T00:00:00.000000,,,Dispatching command DO_SCIENCE from background_2024_02_02 to module sci.,,,"{""CategorySequenceId"": 0, ""SequenceId"": 1, ""TaskName"": null}"
evr,0,SIM,CMDSVC_EVR_SEQ_CMD_DISPATCHED,cmd,COMMAND,0,0,0,False,False,0.0,2024-033T00:00:00.000000,2024-033T00:00:00.000000,,,Command DO_SCIENCE started successfully from sequence background_2024_02_02 in module sci in sequence engine 0,,,"{""CategorySequenceId"": 1, ""SequenceId"": 2, ""TaskName"": null}"
evr,0,SIM,SIM_ERROR_MODULE_NOT_DEFINED,cmd,SIM_ERROR,0,0,0,False,False,0.0,2024-033T00:08:06.000000,2024-033T00:08:06.000000,,,"Command ""CLOSE_SCI_PRODUCTS"" is in the ""dm"" module, which is not defined in the simulation.",,,"{""CategorySequenceId"": 0, ""SequenceId"": 21, ""TaskName"": null}"
